trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
4452_3820,20:06:00,20:06:00,8310IR0086,11,,0,0,1
4452_3820,20:15:00,20:15:00,8300IR0074,12,,1,0,1
4452_3821,19:10:00,19:10:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3821,19:25:00,19:25:00,8240IR0025,2,,0,0,1
4452_3821,19:27:00,19:28:00,8220IR0139,3,,0,0,1
4452_3821,19:30:00,19:30:00,8240IR0138,4,,0,0,1
4452_3821,19:35:00,19:35:00,8240IR0020,5,,0,0,1
4452_3821,19:40:00,19:40:00,8240IR0016,6,,0,0,1
4452_3821,19:44:00,19:45:00,8240IR0130,7,,0,0,1
4452_3821,19:50:00,19:51:00,8240IR0023,8,,0,0,1
4452_3821,19:55:00,19:56:00,8240IR0018,9,,0,0,1
4452_3821,20:00:00,20:01:00,8310IR0019,10,,0,0,1
4452_3821,20:06:00,20:06:00,8310IR0086,11,,0,0,1
4452_3821,20:15:00,20:15:00,8300IR0074,12,,1,0,1
4452_3822,19:10:00,19:10:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3822,19:25:00,19:25:00,8240IR0025,2,,0,0,1
4452_3822,19:27:00,19:28:00,8220IR0139,3,,0,0,1
4452_3822,19:30:00,19:30:00,8240IR0138,4,,0,0,1
4452_3822,19:35:00,19:35:00,8240IR0020,5,,0,0,1
4452_3822,19:40:00,19:40:00,8240IR0016,6,,0,0,1
4452_3822,19:44:00,19:45:00,8240IR0130,7,,0,0,1
4452_3822,19:50:00,19:51:00,8240IR0023,8,,0,0,1
4452_3822,19:55:00,19:56:00,8240IR0018,9,,0,0,1
4452_3822,20:00:00,20:01:00,8310IR0019,10,,0,0,1
4452_3822,20:06:00,20:06:00,8310IR0086,11,,0,0,1
4452_3822,20:15:00,20:15:00,8300IR0074,12,,1,0,1
4452_3823,19:10:00,19:10:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3823,19:25:00,19:25:00,8240IR0025,2,,0,0,1
4452_3823,19:27:00,19:28:00,8220IR0139,3,,0,0,1
4452_3823,19:30:00,19:30:00,8240IR0138,4,,0,0,1
4452_3823,19:35:00,19:35:00,8240IR0020,5,,0,0,1
4452_3823,19:40:00,19:40:00,8240IR0016,6,,0,0,1
4452_3823,19:44:00,19:45:00,8240IR0130,7,,0,0,1
4452_3823,19:50:00,19:51:00,8240IR0023,8,,0,0,1
4452_3823,19:55:00,19:56:00,8240IR0018,9,,0,0,1
4452_3823,20:00:00,20:01:00,8310IR0019,10,,0,0,1
4452_3823,20:06:00,20:06:00,8310IR0086,11,,0,0,1
4452_3823,20:15:00,20:15:00,8300IR0074,12,,1,0,1
4452_3824,19:10:00,19:10:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3824,19:25:00,19:25:00,8240IR0025,2,,0,0,1
4452_3824,19:27:00,19:28:00,8220IR0139,3,,0,0,1
4452_3824,19:30:00,19:30:00,8240IR0138,4,,0,0,1
4452_3824,19:35:00,19:35:00,8240IR0020,5,,0,0,1
4452_3824,19:40:00,19:40:00,8240IR0016,6,,0,0,1
4452_3824,19:44:00,19:45:00,8240IR0130,7,,0,0,1
4452_3824,19:50:00,19:51:00,8240IR0023,8,,0,0,1
4452_3824,19:55:00,19:56:00,8240IR0018,9,,0,0,1
4452_3824,20:00:00,20:01:00,8310IR0019,10,,0,0,1
4452_3824,20:06:00,20:06:00,8310IR0086,11,,0,0,1
4452_3824,20:15:00,20:15:00,8300IR0074,12,,1,0,1
4452_3825,19:18:00,19:18:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3825,19:33:00,19:33:00,8240IR0025,2,,0,0,1
4452_3825,19:35:00,19:36:00,8220IR0139,3,,0,0,1
4452_3825,19:38:00,19:38:00,8240IR0138,4,,0,0,1
4452_3825,19:43:00,19:43:00,8240IR0020,5,,0,0,1
4452_3825,19:47:00,19:48:00,8240IR0016,6,,0,0,1
4452_3825,19:51:00,19:52:00,8240IR0130,7,,0,0,1
4452_3825,19:57:00,19:57:00,8240IR0023,8,,0,0,1
4452_3825,20:02:00,20:03:00,8240IR0018,9,,0,0,1
4452_3825,20:07:00,20:07:00,8310IR0019,10,,0,0,1
4452_3825,20:11:00,20:12:00,8310IR0086,11,,0,0,1
4452_3825,20:20:00,20:20:00,8300IR0074,12,,1,0,1
4452_3829,19:18:00,19:18:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3829,19:33:00,19:33:00,8240IR0025,2,,0,0,1
4452_3829,19:35:00,19:36:00,8220IR0139,3,,0,0,1
4452_3829,19:38:00,19:38:00,8240IR0138,4,,0,0,1
4452_3829,19:43:00,19:43:00,8240IR0020,5,,0,0,1
4452_3829,19:47:00,19:48:00,8240IR0016,6,,0,0,1
4452_3829,19:51:00,19:52:00,8240IR0130,7,,0,0,1
4452_3829,19:57:00,19:57:00,8240IR0023,8,,0,0,1
4452_3829,20:02:00,20:03:00,8240IR0018,9,,0,0,1
4452_3829,20:07:00,20:07:00,8310IR0019,10,,0,0,1
4452_3829,20:11:00,20:12:00,8310IR0086,11,,0,0,1
4452_3829,20:20:00,20:20:00,8300IR0074,12,,1,0,1
4452_3830,20:10:00,20:10:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3830,20:25:00,20:25:00,8240IR0025,2,,0,0,1
4452_3830,20:27:00,20:28:00,8220IR0139,3,,0,0,1
4452_3830,20:30:00,20:30:00,8240IR0138,4,,0,0,1
4452_3830,20:35:00,20:35:00,8240IR0020,5,,0,0,1
4452_3830,20:40:00,20:40:00,8240IR0016,6,,0,0,1
4452_3830,20:44:00,20:45:00,8240IR0130,7,,0,0,1
4452_3830,20:50:00,20:51:00,8240IR0023,8,,0,0,1
4452_3830,20:55:00,20:56:00,8240IR0018,9,,0,0,1
4452_3830,21:00:00,21:01:00,8310IR0019,10,,0,0,1
4452_3830,21:06:00,21:06:00,8310IR0086,11,,0,0,1
4452_3830,21:15:00,21:15:00,8300IR0074,12,,1,0,1
4452_3834,20:10:00,20:10:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3834,20:25:00,20:25:00,8240IR0025,2,,0,0,1
4452_3834,20:27:00,20:28:00,8220IR0139,3,,0,0,1
4452_3834,20:30:00,20:30:00,8240IR0138,4,,0,0,1
4452_3834,20:35:00,20:35:00,8240IR0020,5,,0,0,1
4452_3834,20:40:00,20:40:00,8240IR0016,6,,0,0,1
4452_3834,20:44:00,20:45:00,8240IR0130,7,,0,0,1
4452_3834,20:50:00,20:51:00,8240IR0023,8,,0,0,1
4452_3834,20:55:00,20:56:00,8240IR0018,9,,0,0,1
4452_3834,21:00:00,21:01:00,8310IR0019,10,,0,0,1
4452_3834,21:06:00,21:06:00,8310IR0086,11,,0,0,1
4452_3834,21:15:00,21:15:00,8300IR0074,12,,1,0,1
4452_3835,20:10:00,20:10:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3835,20:25:00,20:25:00,8240IR0025,2,,0,0,1
4452_3835,20:27:00,20:28:00,8220IR0139,3,,0,0,1
4452_3835,20:30:00,20:30:00,8240IR0138,4,,0,0,1
4452_3835,20:35:00,20:35:00,8240IR0020,5,,0,0,1
4452_3835,20:40:00,20:40:00,8240IR0016,6,,0,0,1
4452_3835,20:44:00,20:45:00,8240IR0130,7,,0,0,1
4452_3835,20:50:00,20:51:00,8240IR0023,8,,0,0,1
4452_3835,20:55:00,20:56:00,8240IR0018,9,,0,0,1
4452_3835,21:00:00,21:01:00,8310IR0019,10,,0,0,1
4452_3835,21:06:00,21:06:00,8310IR0086,11,,0,0,1
4452_3835,21:15:00,21:15:00,8300IR0074,12,,1,0,1
4452_3836,20:10:00,20:10:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3836,20:25:00,20:25:00,8240IR0025,2,,0,0,1
4452_3836,20:27:00,20:28:00,8220IR0139,3,,0,0,1
4452_3836,20:30:00,20:30:00,8240IR0138,4,,0,0,1
4452_3836,20:35:00,20:35:00,8240IR0020,5,,0,0,1
4452_3836,20:40:00,20:40:00,8240IR0016,6,,0,0,1
4452_3836,20:44:00,20:45:00,8240IR0130,7,,0,0,1
4452_3836,20:50:00,20:51:00,8240IR0023,8,,0,0,1
4452_3836,20:55:00,20:56:00,8240IR0018,9,,0,0,1
4452_3836,21:00:00,21:01:00,8310IR0019,10,,0,0,1
4452_3836,21:06:00,21:06:00,8310IR0086,11,,0,0,1
4452_3836,21:15:00,21:15:00,8300IR0074,12,,1,0,1
4452_3837,20:10:00,20:10:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3837,20:25:00,20:25:00,8240IR0025,2,,0,0,1
4452_3837,20:27:00,20:28:00,8220IR0139,3,,0,0,1
4452_3837,20:30:00,20:30:00,8240IR0138,4,,0,0,1
4452_3837,20:35:00,20:35:00,8240IR0020,5,,0,0,1
4452_3837,20:40:00,20:40:00,8240IR0016,6,,0,0,1
4452_3837,20:44:00,20:45:00,8240IR0130,7,,0,0,1
4452_3837,20:50:00,20:51:00,8240IR0023,8,,0,0,1
4452_3837,20:55:00,20:56:00,8240IR0018,9,,0,0,1
4452_3837,21:00:00,21:01:00,8310IR0019,10,,0,0,1
4452_3837,21:06:00,21:06:00,8310IR0086,11,,0,0,1
4452_3837,21:15:00,21:15:00,8300IR0074,12,,1,0,1
4452_3838,20:10:00,20:10:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3838,20:25:00,20:25:00,8240IR0025,2,,0,0,1
4452_3838,20:27:00,20:28:00,8220IR0139,3,,0,0,1
4452_3838,20:30:00,20:30:00,8240IR0138,4,,0,0,1
4452_3838,20:35:00,20:35:00,8240IR0020,5,,0,0,1
4452_3838,20:40:00,20:40:00,8240IR0016,6,,0,0,1
4452_3838,20:44:00,20:45:00,8240IR0130,7,,0,0,1
4452_3838,20:50:00,20:51:00,8240IR0023,8,,0,0,1
4452_3838,20:55:00,20:56:00,8240IR0018,9,,0,0,1
4452_3838,21:00:00,21:01:00,8310IR0019,10,,0,0,1
4452_3838,21:06:00,21:06:00,8310IR0086,11,,0,0,1
4452_3838,21:15:00,21:15:00,8300IR0074,12,,1,0,1
4452_3839,20:18:00,20:18:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3839,20:33:00,20:33:00,8240IR0025,2,,0,0,1
4452_3839,20:35:00,20:36:00,8220IR0139,3,,0,0,1
4452_3839,20:38:00,20:38:00,8240IR0138,4,,0,0,1
4452_3839,20:43:00,20:43:00,8240IR0020,5,,0,0,1
4452_3839,20:47:00,20:48:00,8240IR0016,6,,0,0,1
4452_3839,20:51:00,20:52:00,8240IR0130,7,,0,0,1
4452_3839,20:57:00,20:57:00,8240IR0023,8,,0,0,1
4452_3839,21:02:00,21:03:00,8240IR0018,9,,0,0,1
4452_3839,21:07:00,21:07:00,8310IR0019,10,,0,0,1
4452_3839,21:12:00,21:12:00,8310IR0086,11,,0,0,1
4452_3839,21:21:00,21:21:00,8300IR0074,12,,1,0,1
4452_3843,20:18:00,20:18:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3843,20:33:00,20:33:00,8240IR0025,2,,0,0,1
4452_3843,20:35:00,20:36:00,8220IR0139,3,,0,0,1
4452_3843,20:38:00,20:38:00,8240IR0138,4,,0,0,1
4452_3843,20:43:00,20:43:00,8240IR0020,5,,0,0,1
4452_3843,20:47:00,20:48:00,8240IR0016,6,,0,0,1
4452_3843,20:51:00,20:52:00,8240IR0130,7,,0,0,1
4452_3843,20:57:00,20:57:00,8240IR0023,8,,0,0,1
4452_3843,21:02:00,21:03:00,8240IR0018,9,,0,0,1
4452_3843,21:07:00,21:07:00,8310IR0019,10,,0,0,1
4452_3843,21:12:00,21:12:00,8310IR0086,11,,0,0,1
4452_3843,21:21:00,21:21:00,8300IR0074,12,,1,0,1
4452_3845,21:30:00,21:30:00,8220IR0007,1,Dundalk (Clarke),0,1,1
4452_3845,21:45:00,21:45:00,8240IR0025,2,,0,0,1
4452_3845,21:47:00,21:48:00,8220IR0139,3,,0,0,1
4452_3845,21:50:00,21:50:00,8240IR0138,4,,0,0,1
4452_3845,21:55:00,21:55:00,8240IR0020,5,,0,0,1
4452_3845,21:59:00,21:59:00,8240IR0016,6,,0,0,1
4452_3845,22:03:00,22:04:00,8240IR0130,7,,0,0,1
4452_3845,22:09:00,22:10:00,8240IR0023,8,,0,0,1
4452_3845,22:15:00,22:15:00,8240IR0018,9,,0,0,1
4452_3845,22:19:00,22:20:00,8310IR0019,10,,0,0,1
4452_3845,22:25:00,22:26:00,8310IR0086,11,,0,0,1
4452_3845,22:35:00,22:36:00,8300IR0074,12,,0,0,1
4452_3845,22:58:00,22:58:00,8300IR0075,13,,1,0,1
4452_3849,21:30:00,21:30:00,8220IR0007,1,Dundalk (Clarke),0,1,1
4452_3849,21:45:00,21:45:00,8240IR0025,2,,0,0,1
4452_3849,21:47:00,21:48:00,8220IR0139,3,,0,0,1
4452_3849,21:50:00,21:50:00,8240IR0138,4,,0,0,1
4452_3849,21:55:00,21:55:00,8240IR0020,5,,0,0,1
4452_3849,21:58:00,21:59:00,8240IR0016,6,,0,0,1
4452_3849,22:03:00,22:04:00,8240IR0130,7,,0,0,1
4452_3849,22:09:00,22:09:00,8240IR0023,8,,0,0,1
4452_3849,22:15:00,22:15:00,8240IR0018,9,,0,0,1
4452_3849,22:19:00,22:19:00,8310IR0019,10,,0,0,1
4452_3849,22:25:00,22:26:00,8310IR0086,11,,0,0,1
4452_3849,22:34:00,22:35:00,8300IR0074,12,,0,0,1
4452_3849,22:57:00,22:57:00,8300IR0075,13,,1,0,1
4452_3850,21:30:00,21:30:00,8220IR0007,1,Dundalk (Clarke),0,1,1
4452_3850,21:45:00,21:45:00,8240IR0025,2,,0,0,1
4452_3850,21:47:00,21:48:00,8220IR0139,3,,0,0,1
4452_3850,21:50:00,21:50:00,8240IR0138,4,,0,0,1
4452_3850,21:55:00,21:55:00,8240IR0020,5,,0,0,1
4452_3850,21:58:00,21:59:00,8240IR0016,6,,0,0,1
4452_3850,22:03:00,22:04:00,8240IR0130,7,,0,0,1
4452_3850,22:09:00,22:09:00,8240IR0023,8,,0,0,1
4452_3850,22:15:00,22:15:00,8240IR0018,9,,0,0,1
4452_3850,22:19:00,22:19:00,8310IR0019,10,,0,0,1
4452_3850,22:25:00,22:26:00,8310IR0086,11,,0,0,1
4452_3850,22:34:00,22:35:00,8300IR0074,12,,0,0,1
4452_3850,22:57:00,22:57:00,8300IR0075,13,,1,0,1
4452_3851,21:30:00,21:30:00,8220IR0007,1,Dundalk (Clarke),0,1,1
4452_3851,21:45:00,21:45:00,8240IR0025,2,,0,0,1
4452_3851,21:47:00,21:48:00,8220IR0139,3,,0,0,1
4452_3851,21:50:00,21:50:00,8240IR0138,4,,0,0,1
4452_3851,21:55:00,21:55:00,8240IR0020,5,,0,0,1
4452_3851,21:58:00,21:59:00,8240IR0016,6,,0,0,1
4452_3851,22:03:00,22:04:00,8240IR0130,7,,0,0,1
4452_3851,22:09:00,22:09:00,8240IR0023,8,,0,0,1
4452_3851,22:15:00,22:15:00,8240IR0018,9,,0,0,1
4452_3851,22:19:00,22:19:00,8310IR0019,10,,0,0,1
4452_3851,22:25:00,22:26:00,8310IR0086,11,,0,0,1
4452_3851,22:34:00,22:35:00,8300IR0074,12,,0,0,1
4452_3851,22:57:00,22:57:00,8300IR0075,13,,1,0,1
4452_3852,21:30:00,21:30:00,8220IR0007,1,Dundalk (Clarke),0,1,1
4452_3852,21:45:00,21:45:00,8240IR0025,2,,0,0,1
4452_3852,21:47:00,21:48:00,8220IR0139,3,,0,0,1
4452_3852,21:50:00,21:50:00,8240IR0138,4,,0,0,1
4452_3852,21:55:00,21:55:00,8240IR0020,5,,0,0,1
4452_3852,21:58:00,21:59:00,8240IR0016,6,,0,0,1
4452_3852,22:03:00,22:04:00,8240IR0130,7,,0,0,1
4452_3852,22:09:00,22:09:00,8240IR0023,8,,0,0,1
4452_3852,22:15:00,22:15:00,8240IR0018,9,,0,0,1
4452_3852,22:19:00,22:19:00,8310IR0019,10,,0,0,1
4452_3852,22:25:00,22:26:00,8310IR0086,11,,0,0,1
4452_3852,22:34:00,22:35:00,8300IR0074,12,,0,0,1
4452_3852,22:57:00,22:57:00,8300IR0075,13,,1,0,1
4452_3853,21:30:00,21:30:00,8220IR0007,1,Dundalk (Clarke),0,1,1
4452_3853,21:45:00,21:45:00,8240IR0025,2,,0,0,1
4452_3853,21:47:00,21:48:00,8220IR0139,3,,0,0,1
4452_3853,21:50:00,21:50:00,8240IR0138,4,,0,0,1
4452_3853,21:55:00,21:55:00,8240IR0020,5,,0,0,1
4452_3853,21:58:00,21:59:00,8240IR0016,6,,0,0,1
4452_3853,22:03:00,22:04:00,8240IR0130,7,,0,0,1
4452_3853,22:09:00,22:09:00,8240IR0023,8,,0,0,1
4452_3853,22:15:00,22:15:00,8240IR0018,9,,0,0,1
4452_3853,22:19:00,22:19:00,8310IR0019,10,,0,0,1
4452_3853,22:25:00,22:26:00,8310IR0086,11,,0,0,1
4452_3853,22:34:00,22:35:00,8300IR0074,12,,0,0,1
4452_3853,22:57:00,22:57:00,8300IR0075,13,,1,0,1
4452_3854,21:55:00,21:55:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3854,22:10:00,22:10:00,8240IR0025,2,,0,0,1
4452_3854,22:12:00,22:13:00,8220IR0139,3,,0,0,1
4452_3854,22:15:00,22:15:00,8240IR0138,4,,0,0,1
4452_3854,22:20:00,22:20:00,8240IR0020,5,,0,0,1
4452_3854,22:25:00,22:25:00,8240IR0016,6,,0,0,1
4452_3854,22:29:00,22:29:00,8240IR0130,7,,0,0,1
4452_3854,22:34:00,22:35:00,8240IR0023,8,,0,0,1
4452_3854,22:40:00,22:40:00,8240IR0018,9,,0,0,1
4452_3854,22:44:00,22:45:00,8310IR0019,10,,0,0,1
4452_3854,22:50:00,22:51:00,8310IR0086,11,,0,0,1
4452_3854,22:59:00,22:59:00,8300IR0074,12,,1,0,1
4452_3855,21:55:00,21:55:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3855,22:10:00,22:10:00,8240IR0025,2,,0,0,1
4452_3855,22:12:00,22:13:00,8220IR0139,3,,0,0,1
4452_3855,22:15:00,22:15:00,8240IR0138,4,,0,0,1
4452_3855,22:20:00,22:20:00,8240IR0020,5,,0,0,1
4452_3855,22:25:00,22:25:00,8240IR0016,6,,0,0,1
4452_3855,22:29:00,22:29:00,8240IR0130,7,,0,0,1
4452_3855,22:34:00,22:35:00,8240IR0023,8,,0,0,1
4452_3855,22:40:00,22:40:00,8240IR0018,9,,0,0,1
4452_3855,22:44:00,22:45:00,8310IR0019,10,,0,0,1
4452_3855,22:50:00,22:51:00,8310IR0086,11,,0,0,1
4452_3855,22:59:00,22:59:00,8300IR0074,12,,1,0,1
4452_3860,22:37:00,22:37:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3860,22:52:00,22:52:00,8240IR0025,2,,0,0,1
4452_3860,22:55:00,22:56:00,8220IR0139,3,,0,0,1
4452_3860,22:59:00,22:59:00,8240IR0138,4,,0,0,1
4452_3860,23:04:00,23:04:00,8240IR0020,5,,0,0,1
4452_3860,23:08:00,23:08:00,8240IR0016,6,,0,0,1
4452_3860,23:12:00,23:13:00,8240IR0130,7,,0,0,1
4452_3860,23:19:00,23:21:00,8240IR0023,8,,0,0,1
4452_3860,23:27:00,23:27:00,8240IR0018,9,,0,0,1
4452_3860,23:31:00,23:31:00,8310IR0019,10,,0,0,1
4452_3860,23:37:00,23:38:00,8310IR0086,11,,0,0,1
4452_3860,23:46:00,23:46:00,8300IR0074,12,,1,0,1
4452_3863,22:37:00,22:37:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3863,22:52:00,22:52:00,8240IR0025,2,,0,0,1
4452_3863,22:55:00,22:56:00,8220IR0139,3,,0,0,1
4452_3863,22:59:00,22:59:00,8240IR0138,4,,0,0,1
4452_3863,23:04:00,23:04:00,8240IR0020,5,,0,0,1
4452_3863,23:08:00,23:08:00,8240IR0016,6,,0,0,1
4452_3863,23:12:00,23:13:00,8240IR0130,7,,0,0,1
4452_3863,23:19:00,23:21:00,8240IR0023,8,,0,0,1
4452_3863,23:27:00,23:27:00,8240IR0018,9,,0,0,1
4452_3863,23:31:00,23:31:00,8310IR0019,10,,0,0,1
4452_3863,23:37:00,23:38:00,8310IR0086,11,,0,0,1
4452_3863,23:46:00,23:46:00,8300IR0074,12,,1,0,1
4452_3864,22:37:00,22:37:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3864,22:52:00,22:52:00,8240IR0025,2,,0,0,1
4452_3864,22:55:00,22:56:00,8220IR0139,3,,0,0,1
4452_3864,22:59:00,22:59:00,8240IR0138,4,,0,0,1
4452_3864,23:04:00,23:04:00,8240IR0020,5,,0,0,1
4452_3864,23:08:00,23:08:00,8240IR0016,6,,0,0,1
4452_3864,23:12:00,23:13:00,8240IR0130,7,,0,0,1
4452_3864,23:19:00,23:21:00,8240IR0023,8,,0,0,1
4452_3864,23:27:00,23:27:00,8240IR0018,9,,0,0,1
4452_3864,23:31:00,23:31:00,8310IR0019,10,,0,0,1
4452_3864,23:37:00,23:38:00,8310IR0086,11,,0,0,1
4452_3864,23:46:00,23:46:00,8300IR0074,12,,1,0,1
4452_3865,22:37:00,22:37:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3865,22:52:00,22:52:00,8240IR0025,2,,0,0,1
4452_3865,22:55:00,22:56:00,8220IR0139,3,,0,0,1
4452_3865,22:59:00,22:59:00,8240IR0138,4,,0,0,1
4452_3865,23:04:00,23:04:00,8240IR0020,5,,0,0,1
4452_3865,23:08:00,23:08:00,8240IR0016,6,,0,0,1
4452_3865,23:12:00,23:13:00,8240IR0130,7,,0,0,1
4452_3865,23:19:00,23:21:00,8240IR0023,8,,0,0,1
4452_3865,23:27:00,23:27:00,8240IR0018,9,,0,0,1
4452_3865,23:31:00,23:31:00,8310IR0019,10,,0,0,1
4452_3865,23:37:00,23:38:00,8310IR0086,11,,0,0,1
4452_3865,23:46:00,23:46:00,8300IR0074,12,,1,0,1
4452_3866,22:37:00,22:37:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3866,22:52:00,22:52:00,8240IR0025,2,,0,0,1
4452_3866,22:55:00,22:56:00,8220IR0139,3,,0,0,1
4452_3866,22:59:00,22:59:00,8240IR0138,4,,0,0,1
4452_3866,23:04:00,23:04:00,8240IR0020,5,,0,0,1
4452_3866,23:08:00,23:08:00,8240IR0016,6,,0,0,1
4452_3866,23:12:00,23:13:00,8240IR0130,7,,0,0,1
4452_3866,23:19:00,23:21:00,8240IR0023,8,,0,0,1
4452_3866,23:27:00,23:27:00,8240IR0018,9,,0,0,1
4452_3866,23:31:00,23:31:00,8310IR0019,10,,0,0,1
4452_3866,23:37:00,23:38:00,8310IR0086,11,,0,0,1
4452_3866,23:46:00,23:46:00,8300IR0074,12,,1,0,1
4452_3867,22:37:00,22:37:00,8220IR0007,1,Drogheda (MacBride),0,1,1
4452_3867,22:52:00,22:52:00,8240IR0025,2,,0,0,1
4452_3867,22:55:00,22:56:00,8220IR0139,3,,0,0,1
4452_3867,22:59:00,22:59:00,8240IR0138,4,,0,0,1
4452_3867,23:04:00,23:04:00,8240IR0020,5,,0,0,1
4452_3867,23:08:00,23:08:00,8240IR0016,6,,0,0,1
4452_3867,23:12:00,23:13:00,8240IR0130,7,,0,0,1
4452_3867,23:19:00,23:21:00,8240IR0023,8,,0,0,1
4452_3867,23:27:00,23:27:00,8240IR0018,9,,0,0,1
4452_3867,23:31:00,23:31:00,8310IR0019,10,,0,0,1
4452_3867,23:37:00,23:38:00,8310IR0086,11,,0,0,1
4452_3867,23:46:00,23:46:00,8300IR0074,12,,1,0,1
4452_3871,22:55:00,22:55:00,8220IR0007,1,Dundalk (Clarke),0,1,1
4452_3871,23:10:00,23:10:00,8240IR0025,2,,0,0,1
4452_3871,23:12:00,23:13:00,8220IR0139,3,,0,0,1
4452_3871,23:15:00,23:15:00,8240IR0138,4,,0,0,1
4452_3871,23:20:00,23:20:00,8240IR0020,5,,0,0,1
4452_3871,23:24:00,23:25:00,8240IR0016,6,,0,0,1
4452_3871,23:29:00,23:29:00,8240IR0130,7,,0,0,1
4452_3871,23:34:00,23:35:00,8240IR0023,8,,0,0,1
4452_3871,23:40:00,23:40:00,8240IR0018,9,,0,0,1
4452_3871,23:44:00,23:45:00,8310IR0019,10,,0,0,1
4452_3871,23:50:00,23:51:00,8310IR0086,11,,0,0,1
4452_3871,24:00:00,24:01:00,8300IR0074,12,,0,0,1
4452_3871,24:23:00,24:23:00,8300IR0075,13,,1,0,1
4452_3874,22:55:00,22:55:00,8220IR0007,1,Dundalk (Clarke),0,1,1
4452_3874,23:10:00,23:10:00,8240IR0025,2,,0,0,1
4452_3874,23:12:00,23:13:00,8220IR0139,3,,0,0,1
4452_3874,23:15:00,23:15:00,8240IR0138,4,,0,0,1
4452_3874,23:20:00,23:20:00,8240IR0020,5,,0,0,1
4452_3874,23:24:00,23:25:00,8240IR0016,6,,0,0,1
4452_3874,23:29:00,23:29:00,8240IR0130,7,,0,0,1
4452_3874,23:34:00,23:35:00,8240IR0023,8,,0,0,1
4452_3874,23:40:00,23:40:00,8240IR0018,9,,0,0,1
4452_3874,23:44:00,23:45:00,8310IR0019,10,,0,0,1
4452_3874,23:50:00,23:51:00,8310IR0086,11,,0,0,1
4452_3874,23:59:00,24:00:00,8300IR0074,12,,0,0,1
4452_3874,24:22:00,24:22:00,8300IR0075,13,,1,0,1
4452_388,11:33:00,11:33:00,8240IR0020,1,Bray (Daly),0,1,1
4452_388,11:37:00,11:37:00,8240IR0138,2,,0,0,1
4452_388,11:39:00,11:40:00,8220IR0139,3,,0,0,1
4452_388,11:42:00,11:43:00,8240IR0025,4,,0,0,1
4452_388,11:44:00,11:45:00,8220IR0141,5,,0,0,1
4452_388,11:47:00,11:47:00,8220IR0035,6,,0,0,1
4452_388,11:49:00,11:49:00,8220IR0131,7,,0,0,1
4452_388,11:51:00,11:51:00,8220IR3881,8,,0,0,1
4452_388,11:54:00,11:54:00,8220IR0032,9,,0,0,1
4452_388,11:59:00,12:00:00,8220IR0007,10,,0,0,1
4452_388,12:02:00,12:03:00,8220IR0025,11,,0,0,1
4452_388,12:04:00,12:05:00,8220IR0134,12,,0,0,1
4452_388,12:07:00,12:08:00,8220IR0135,13,,0,0,1
4452_388,12:10:00,12:10:00,8220IR0133,14,,0,0,1
4452_388,12:12:00,12:12:00,8220IR0028,15,,0,0,1
4452_388,12:14:00,12:15:00,8220IR0034,16,,0,0,1
4452_388,12:17:00,12:18:00,8250IR0039,17,,0,0,1
4452_388,12:20:00,12:20:00,8250IR0030,18,,0,0,1
4452_388,12:22:00,12:22:00,8250IR0029,19,,0,0,1
4452_388,12:23:00,12:24:00,8250IR0042,20,,0,0,1
4452_388,12:26:00,12:26:00,8250IR0124,21,,0,0,1
4452_388,12:30:00,12:30:00,8250IR0111,22,,0,0,1
4452_388,12:32:00,12:32:00,8250IR0037,23,,0,0,1
4452_388,12:35:00,12:35:00,8250IR0014,24,,0,0,1
4452_388,12:39:00,12:39:00,8250IR0021,25,,0,0,1
4452_388,12:42:00,12:43:00,8250IR0022,26,,0,0,1
4452_388,12:48:00,12:48:00,8350IR0123,27,,1,0,1
4452_3884,05:35:00,05:35:00,8340IR0113,1,Dublin Connolly,0,1,1
4452_3884,05:40:00,05:40:00,8340IR0111,2,,0,0,1
4452_3884,05:57:00,05:59:00,8340IR0112,3,,0,0,1
4452_3884,06:20:00,06:20:00,8340IR0109,4,,0,0,1
