trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
4452_3360,08:45:00,08:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3360,08:51:00,08:51:00,8310IR0086,2,,0,0,1
4452_3360,08:56:00,08:56:00,8310IR0019,3,,0,0,1
4452_3360,09:00:00,09:01:00,8240IR0018,4,,0,0,1
4452_3360,09:06:00,09:07:00,8240IR0023,5,,0,0,1
4452_3360,09:12:00,09:13:00,8240IR0130,6,,0,0,1
4452_3360,09:16:00,09:17:00,8240IR0016,7,,0,0,1
4452_3360,09:22:00,09:23:00,8240IR0020,8,,0,0,1
4452_3360,09:26:00,09:27:00,8240IR0138,9,,0,0,1
4452_3360,09:29:00,09:30:00,8220IR0139,10,,0,0,1
4452_3360,09:32:00,09:33:00,8240IR0025,11,,0,0,1
4452_3360,09:45:00,09:45:00,8220IR0007,12,,1,0,1
4452_3361,08:45:00,08:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3361,08:51:00,08:51:00,8310IR0086,2,,0,0,1
4452_3361,08:56:00,08:56:00,8310IR0019,3,,0,0,1
4452_3361,09:00:00,09:01:00,8240IR0018,4,,0,0,1
4452_3361,09:06:00,09:07:00,8240IR0023,5,,0,0,1
4452_3361,09:12:00,09:13:00,8240IR0130,6,,0,0,1
4452_3361,09:16:00,09:17:00,8240IR0016,7,,0,0,1
4452_3361,09:22:00,09:23:00,8240IR0020,8,,0,0,1
4452_3361,09:26:00,09:27:00,8240IR0138,9,,0,0,1
4452_3361,09:29:00,09:30:00,8220IR0139,10,,0,0,1
4452_3361,09:32:00,09:33:00,8240IR0025,11,,0,0,1
4452_3361,09:45:00,09:45:00,8220IR0007,12,,1,0,1
4452_3362,08:45:00,08:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3362,08:51:00,08:51:00,8310IR0086,2,,0,0,1
4452_3362,08:56:00,08:56:00,8310IR0019,3,,0,0,1
4452_3362,09:00:00,09:01:00,8240IR0018,4,,0,0,1
4452_3362,09:06:00,09:07:00,8240IR0023,5,,0,0,1
4452_3362,09:12:00,09:13:00,8240IR0130,6,,0,0,1
4452_3362,09:16:00,09:17:00,8240IR0016,7,,0,0,1
4452_3362,09:22:00,09:23:00,8240IR0020,8,,0,0,1
4452_3362,09:26:00,09:27:00,8240IR0138,9,,0,0,1
4452_3362,09:29:00,09:30:00,8220IR0139,10,,0,0,1
4452_3362,09:32:00,09:33:00,8240IR0025,11,,0,0,1
4452_3362,09:45:00,09:45:00,8220IR0007,12,,1,0,1
4452_3363,08:45:00,08:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3363,08:51:00,08:51:00,8310IR0086,2,,0,0,1
4452_3363,08:56:00,08:56:00,8310IR0019,3,,0,0,1
4452_3363,09:00:00,09:01:00,8240IR0018,4,,0,0,1
4452_3363,09:06:00,09:07:00,8240IR0023,5,,0,0,1
4452_3363,09:12:00,09:13:00,8240IR0130,6,,0,0,1
4452_3363,09:16:00,09:17:00,8240IR0016,7,,0,0,1
4452_3363,09:22:00,09:23:00,8240IR0020,8,,0,0,1
4452_3363,09:26:00,09:27:00,8240IR0138,9,,0,0,1
4452_3363,09:29:00,09:30:00,8220IR0139,10,,0,0,1
4452_3363,09:32:00,09:33:00,8240IR0025,11,,0,0,1
4452_3363,09:45:00,09:45:00,8220IR0007,12,,1,0,1
4452_3364,08:48:00,08:48:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3364,08:54:00,08:54:00,8310IR0086,2,,0,0,1
4452_3364,08:59:00,08:59:00,8310IR0019,3,,0,0,1
4452_3364,09:03:00,09:04:00,8240IR0018,4,,0,0,1
4452_3364,09:09:00,09:10:00,8240IR0023,5,,0,0,1
4452_3364,09:16:00,09:16:00,8240IR0130,6,,0,0,1
4452_3364,09:19:00,09:20:00,8240IR0016,7,,0,0,1
4452_3364,09:25:00,09:26:00,8240IR0020,8,,0,0,1
4452_3364,09:29:00,09:30:00,8240IR0138,9,,0,0,1
4452_3364,09:32:00,09:33:00,8220IR0139,10,,0,0,1
4452_3364,09:35:00,09:36:00,8240IR0025,11,,0,0,1
4452_3364,09:49:00,09:49:00,8220IR0007,12,,1,0,1
4452_3370,08:48:00,08:48:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3370,08:54:00,08:54:00,8310IR0086,2,,0,0,1
4452_3370,08:59:00,08:59:00,8310IR0019,3,,0,0,1
4452_3370,09:03:00,09:04:00,8240IR0018,4,,0,0,1
4452_3370,09:09:00,09:10:00,8240IR0023,5,,0,0,1
4452_3370,09:16:00,09:16:00,8240IR0130,6,,0,0,1
4452_3370,09:19:00,09:20:00,8240IR0016,7,,0,0,1
4452_3370,09:25:00,09:26:00,8240IR0020,8,,0,0,1
4452_3370,09:29:00,09:30:00,8240IR0138,9,,0,0,1
4452_3370,09:32:00,09:33:00,8220IR0139,10,,0,0,1
4452_3370,09:35:00,09:36:00,8240IR0025,11,,0,0,1
4452_3370,09:48:00,09:48:00,8220IR0007,12,,1,0,1
4452_3371,09:00:00,09:00:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3371,09:06:00,09:06:00,8310IR0086,2,,0,0,1
4452_3371,09:11:00,09:12:00,8310IR0019,3,,0,0,1
4452_3371,09:15:00,09:16:00,8240IR0018,4,,0,0,1
4452_3371,09:21:00,09:22:00,8240IR0023,5,,0,0,1
4452_3371,09:28:00,09:28:00,8240IR0130,6,,0,0,1
4452_3371,09:32:00,09:32:00,8240IR0016,7,,0,0,1
4452_3371,09:36:00,09:37:00,8240IR0020,8,,0,0,1
4452_3371,09:41:00,09:41:00,8240IR0138,9,,0,0,1
4452_3371,09:44:00,09:44:00,8220IR0139,10,,0,0,1
4452_3371,09:46:00,09:47:00,8240IR0025,11,,0,0,1
4452_3371,10:01:00,10:01:00,8220IR0007,12,,1,0,1
4452_3372,09:43:00,09:43:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3372,09:48:00,09:49:00,8310IR0086,2,,0,0,1
4452_3372,09:54:00,09:54:00,8310IR0019,3,,0,0,1
4452_3372,09:58:00,09:58:00,8240IR0018,4,,0,0,1
4452_3372,10:04:00,10:04:00,8240IR0023,5,,0,0,1
4452_3372,10:11:00,10:11:00,8240IR0130,6,,0,0,1
4452_3372,10:14:00,10:15:00,8240IR0016,7,,0,0,1
4452_3372,10:19:00,10:20:00,8240IR0020,8,,0,0,1
4452_3372,10:26:00,10:26:00,8240IR0138,9,,0,0,1
4452_3372,10:29:00,10:29:00,8220IR0139,10,,0,0,1
4452_3372,10:31:00,10:32:00,8240IR0025,11,,0,0,1
4452_3372,10:47:00,10:47:00,8220IR0007,12,,1,0,1
4452_3373,09:48:00,09:48:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3373,09:54:00,09:54:00,8310IR0086,2,,0,0,1
4452_3373,09:59:00,09:59:00,8310IR0019,3,,0,0,1
4452_3373,10:03:00,10:04:00,8240IR0018,4,,0,0,1
4452_3373,10:09:00,10:10:00,8240IR0023,5,,0,0,1
4452_3373,10:16:00,10:16:00,8240IR0130,6,,0,0,1
4452_3373,10:19:00,10:20:00,8240IR0016,7,,0,0,1
4452_3373,10:25:00,10:26:00,8240IR0020,8,,0,0,1
4452_3373,10:29:00,10:30:00,8240IR0138,9,,0,0,1
4452_3373,10:32:00,10:33:00,8220IR0139,10,,0,0,1
4452_3373,10:35:00,10:36:00,8240IR0025,11,,0,0,1
4452_3373,10:49:00,10:49:00,8220IR0007,12,,1,0,1
4452_3377,09:48:00,09:48:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3377,09:54:00,09:54:00,8310IR0086,2,,0,0,1
4452_3377,09:59:00,09:59:00,8310IR0019,3,,0,0,1
4452_3377,10:03:00,10:04:00,8240IR0018,4,,0,0,1
4452_3377,10:09:00,10:10:00,8240IR0023,5,,0,0,1
4452_3377,10:16:00,10:16:00,8240IR0130,6,,0,0,1
4452_3377,10:19:00,10:20:00,8240IR0016,7,,0,0,1
4452_3377,10:25:00,10:26:00,8240IR0020,8,,0,0,1
4452_3377,10:29:00,10:30:00,8240IR0138,9,,0,0,1
4452_3377,10:32:00,10:33:00,8220IR0139,10,,0,0,1
4452_3377,10:35:00,10:36:00,8240IR0025,11,,0,0,1
4452_3377,10:49:00,10:49:00,8220IR0007,12,,1,0,1
4452_3378,09:57:00,09:57:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3378,10:03:00,10:03:00,8310IR0086,2,,0,0,1
4452_3378,10:08:00,10:08:00,8310IR0019,3,,0,0,1
4452_3378,10:12:00,10:13:00,8240IR0018,4,,0,0,1
4452_3378,10:18:00,10:19:00,8240IR0023,5,,0,0,1
4452_3378,10:24:00,10:25:00,8240IR0130,6,,0,0,1
4452_3378,10:28:00,10:29:00,8240IR0016,7,,0,0,1
4452_3378,10:34:00,10:35:00,8240IR0020,8,,0,0,1
4452_3378,10:38:00,10:39:00,8240IR0138,9,,0,0,1
4452_3378,10:41:00,10:42:00,8220IR0139,10,,0,0,1
4452_3378,10:44:00,10:45:00,8240IR0025,11,,0,0,1
4452_3378,10:57:00,10:57:00,8220IR0007,12,,1,0,1
4452_3382,09:57:00,09:57:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3382,10:03:00,10:03:00,8310IR0086,2,,0,0,1
4452_3382,10:08:00,10:08:00,8310IR0019,3,,0,0,1
4452_3382,10:12:00,10:13:00,8240IR0018,4,,0,0,1
4452_3382,10:18:00,10:19:00,8240IR0023,5,,0,0,1
4452_3382,10:24:00,10:25:00,8240IR0130,6,,0,0,1
4452_3382,10:28:00,10:29:00,8240IR0016,7,,0,0,1
4452_3382,10:34:00,10:35:00,8240IR0020,8,,0,0,1
4452_3382,10:38:00,10:39:00,8240IR0138,9,,0,0,1
4452_3382,10:41:00,10:42:00,8220IR0139,10,,0,0,1
4452_3382,10:44:00,10:45:00,8240IR0025,11,,0,0,1
4452_3382,10:57:00,10:57:00,8220IR0007,12,,1,0,1
4452_3383,09:57:00,09:57:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3383,10:03:00,10:03:00,8310IR0086,2,,0,0,1
4452_3383,10:08:00,10:08:00,8310IR0019,3,,0,0,1
4452_3383,10:12:00,10:13:00,8240IR0018,4,,0,0,1
4452_3383,10:18:00,10:19:00,8240IR0023,5,,0,0,1
4452_3383,10:24:00,10:25:00,8240IR0130,6,,0,0,1
4452_3383,10:28:00,10:29:00,8240IR0016,7,,0,0,1
4452_3383,10:34:00,10:35:00,8240IR0020,8,,0,0,1
4452_3383,10:38:00,10:39:00,8240IR0138,9,,0,0,1
4452_3383,10:41:00,10:42:00,8220IR0139,10,,0,0,1
4452_3383,10:44:00,10:45:00,8240IR0025,11,,0,0,1
4452_3383,10:57:00,10:57:00,8220IR0007,12,,1,0,1
4452_3384,09:57:00,09:57:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3384,10:03:00,10:03:00,8310IR0086,2,,0,0,1
4452_3384,10:08:00,10:08:00,8310IR0019,3,,0,0,1
4452_3384,10:12:00,10:13:00,8240IR0018,4,,0,0,1
4452_3384,10:18:00,10:19:00,8240IR0023,5,,0,0,1
4452_3384,10:24:00,10:25:00,8240IR0130,6,,0,0,1
4452_3384,10:28:00,10:29:00,8240IR0016,7,,0,0,1
4452_3384,10:34:00,10:35:00,8240IR0020,8,,0,0,1
4452_3384,10:38:00,10:39:00,8240IR0138,9,,0,0,1
4452_3384,10:41:00,10:42:00,8220IR0139,10,,0,0,1
4452_3384,10:44:00,10:45:00,8240IR0025,11,,0,0,1
4452_3384,10:57:00,10:57:00,8220IR0007,12,,1,0,1
4452_3385,09:57:00,09:57:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3385,10:03:00,10:03:00,8310IR0086,2,,0,0,1
4452_3385,10:08:00,10:08:00,8310IR0019,3,,0,0,1
4452_3385,10:12:00,10:13:00,8240IR0018,4,,0,0,1
4452_3385,10:18:00,10:19:00,8240IR0023,5,,0,0,1
4452_3385,10:24:00,10:25:00,8240IR0130,6,,0,0,1
4452_3385,10:28:00,10:29:00,8240IR0016,7,,0,0,1
4452_3385,10:34:00,10:35:00,8240IR0020,8,,0,0,1
4452_3385,10:38:00,10:39:00,8240IR0138,9,,0,0,1
4452_3385,10:41:00,10:42:00,8220IR0139,10,,0,0,1
4452_3385,10:44:00,10:45:00,8240IR0025,11,,0,0,1
4452_3385,10:57:00,10:57:00,8220IR0007,12,,1,0,1
4452_3386,09:57:00,09:57:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3386,10:03:00,10:03:00,8310IR0086,2,,0,0,1
4452_3386,10:08:00,10:08:00,8310IR0019,3,,0,0,1
4452_3386,10:12:00,10:13:00,8240IR0018,4,,0,0,1
4452_3386,10:18:00,10:19:00,8240IR0023,5,,0,0,1
4452_3386,10:24:00,10:25:00,8240IR0130,6,,0,0,1
4452_3386,10:28:00,10:29:00,8240IR0016,7,,0,0,1
4452_3386,10:34:00,10:35:00,8240IR0020,8,,0,0,1
4452_3386,10:38:00,10:39:00,8240IR0138,9,,0,0,1
4452_3386,10:41:00,10:42:00,8220IR0139,10,,0,0,1
4452_3386,10:44:00,10:45:00,8240IR0025,11,,0,0,1
4452_3386,10:57:00,10:57:00,8220IR0007,12,,1,0,1
4452_3387,10:03:00,10:03:00,8300IR0074,1,Grand Canal Dock,0,1,1
4452_3387,10:09:00,10:09:00,8310IR0086,2,,0,0,1
4452_3387,10:14:00,10:14:00,8310IR0019,3,,0,0,1
4452_3387,10:18:00,10:19:00,8240IR0018,4,,0,0,1
4452_3387,10:24:00,10:25:00,8240IR0023,5,,0,0,1
4452_3387,10:31:00,10:31:00,8240IR0130,6,,0,0,1
4452_3387,10:34:00,10:35:00,8240IR0016,7,,0,0,1
4452_3387,10:40:00,10:41:00,8240IR0020,8,,0,0,1
4452_3387,11:03:00,11:04:00,8220IR0007,9,,0,0,1
4452_3387,11:06:00,11:07:00,8220IR0025,10,,0,0,1
4452_3387,11:08:00,11:09:00,8220IR0134,11,,0,0,1
4452_3387,11:12:00,11:12:00,8220IR0135,12,,1,0,1
4452_3388,10:43:00,10:43:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3388,10:49:00,10:49:00,8310IR0086,2,,0,0,1
4452_3388,10:54:00,10:54:00,8310IR0019,3,,0,0,1
4452_3388,10:58:00,10:59:00,8240IR0018,4,,0,0,1
4452_3388,11:04:00,11:05:00,8240IR0023,5,,0,0,1
4452_3388,11:11:00,11:11:00,8240IR0130,6,,0,0,1
4452_3388,11:14:00,11:15:00,8240IR0016,7,,0,0,1
4452_3388,11:20:00,11:21:00,8240IR0020,8,,0,0,1
4452_3388,11:42:00,11:42:00,8220IR0007,9,,1,0,1
4452_3389,10:45:00,10:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3389,10:51:00,10:51:00,8310IR0086,2,,0,0,1
4452_3389,10:56:00,10:56:00,8310IR0019,3,,0,0,1
4452_3389,11:00:00,11:01:00,8240IR0018,4,,0,0,1
4452_3389,11:06:00,11:07:00,8240IR0023,5,,0,0,1
4452_3389,11:12:00,11:13:00,8240IR0130,6,,0,0,1
4452_3389,11:16:00,11:17:00,8240IR0016,7,,0,0,1
4452_3389,11:22:00,11:23:00,8240IR0020,8,,0,0,1
4452_3389,11:26:00,11:27:00,8240IR0138,9,,0,0,1
4452_3389,11:29:00,11:30:00,8220IR0139,10,,0,0,1
4452_3389,11:32:00,11:33:00,8240IR0025,11,,0,0,1
4452_3389,11:45:00,11:45:00,8220IR0007,12,,1,0,1
4452_3393,10:45:00,10:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3393,10:51:00,10:51:00,8310IR0086,2,,0,0,1
4452_3393,10:56:00,10:56:00,8310IR0019,3,,0,0,1
4452_3393,11:00:00,11:01:00,8240IR0018,4,,0,0,1
4452_3393,11:06:00,11:07:00,8240IR0023,5,,0,0,1
4452_3393,11:12:00,11:13:00,8240IR0130,6,,0,0,1
4452_3393,11:16:00,11:17:00,8240IR0016,7,,0,0,1
4452_3393,11:22:00,11:23:00,8240IR0020,8,,0,0,1
4452_3393,11:26:00,11:27:00,8240IR0138,9,,0,0,1
4452_3393,11:29:00,11:30:00,8220IR0139,10,,0,0,1
4452_3393,11:32:00,11:33:00,8240IR0025,11,,0,0,1
4452_3393,11:45:00,11:45:00,8220IR0007,12,,1,0,1
4452_3394,10:45:00,10:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3394,10:51:00,10:51:00,8310IR0086,2,,0,0,1
4452_3394,10:56:00,10:56:00,8310IR0019,3,,0,0,1
4452_3394,11:00:00,11:01:00,8240IR0018,4,,0,0,1
4452_3394,11:06:00,11:07:00,8240IR0023,5,,0,0,1
4452_3394,11:12:00,11:13:00,8240IR0130,6,,0,0,1
4452_3394,11:16:00,11:17:00,8240IR0016,7,,0,0,1
4452_3394,11:22:00,11:23:00,8240IR0020,8,,0,0,1
4452_3394,11:26:00,11:27:00,8240IR0138,9,,0,0,1
4452_3394,11:29:00,11:30:00,8220IR0139,10,,0,0,1
4452_3394,11:32:00,11:33:00,8240IR0025,11,,0,0,1
4452_3394,11:45:00,11:45:00,8220IR0007,12,,1,0,1
4452_3395,10:45:00,10:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3395,10:51:00,10:51:00,8310IR0086,2,,0,0,1
4452_3395,10:56:00,10:56:00,8310IR0019,3,,0,0,1
4452_3395,11:00:00,11:01:00,8240IR0018,4,,0,0,1
4452_3395,11:06:00,11:07:00,8240IR0023,5,,0,0,1
4452_3395,11:12:00,11:13:00,8240IR0130,6,,0,0,1
4452_3395,11:16:00,11:17:00,8240IR0016,7,,0,0,1
4452_3395,11:22:00,11:23:00,8240IR0020,8,,0,0,1
4452_3395,11:26:00,11:27:00,8240IR0138,9,,0,0,1
4452_3395,11:29:00,11:30:00,8220IR0139,10,,0,0,1
4452_3395,11:32:00,11:33:00,8240IR0025,11,,0,0,1
4452_3395,11:45:00,11:45:00,8220IR0007,12,,1,0,1
4452_3396,10:45:00,10:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3396,10:51:00,10:51:00,8310IR0086,2,,0,0,1
4452_3396,10:56:00,10:56:00,8310IR0019,3,,0,0,1
4452_3396,11:00:00,11:01:00,8240IR0018,4,,0,0,1
4452_3396,11:06:00,11:07:00,8240IR0023,5,,0,0,1
4452_3396,11:12:00,11:13:00,8240IR0130,6,,0,0,1
4452_3396,11:16:00,11:17:00,8240IR0016,7,,0,0,1
4452_3396,11:22:00,11:23:00,8240IR0020,8,,0,0,1
4452_3396,11:26:00,11:27:00,8240IR0138,9,,0,0,1
4452_3396,11:29:00,11:30:00,8220IR0139,10,,0,0,1
4452_3396,11:32:00,11:33:00,8240IR0025,11,,0,0,1
4452_3396,11:45:00,11:45:00,8220IR0007,12,,1,0,1
4452_3397,10:45:00,10:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3397,10:51:00,10:51:00,8310IR0086,2,,0,0,1
4452_3397,10:56:00,10:56:00,8310IR0019,3,,0,0,1
4452_3397,11:00:00,11:01:00,8240IR0018,4,,0,0,1
4452_3397,11:06:00,11:07:00,8240IR0023,5,,0,0,1
4452_3397,11:12:00,11:13:00,8240IR0130,6,,0,0,1
4452_3397,11:16:00,11:17:00,8240IR0016,7,,0,0,1
4452_3397,11:22:00,11:23:00,8240IR0020,8,,0,0,1
4452_3397,11:26:00,11:27:00,8240IR0138,9,,0,0,1
4452_3397,11:29:00,11:30:00,8220IR0139,10,,0,0,1
4452_3397,11:32:00,11:33:00,8240IR0025,11,,0,0,1
4452_3397,11:45:00,11:45:00,8220IR0007,12,,1,0,1
4452_3398,10:48:00,10:48:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3398,10:54:00,10:54:00,8310IR0086,2,,0,0,1
4452_3398,10:59:00,10:59:00,8310IR0019,3,,0,0,1
4452_3398,11:03:00,11:04:00,8240IR0018,4,,0,0,1
4452_3398,11:09:00,11:10:00,8240IR0023,5,,0,0,1
4452_3398,11:16:00,11:16:00,8240IR0130,6,,0,0,1
4452_3398,11:19:00,11:20:00,8240IR0016,7,,0,0,1
4452_3398,11:25:00,11:26:00,8240IR0020,8,,0,0,1
4452_3398,11:29:00,11:30:00,8240IR0138,9,,0,0,1
4452_3398,11:33:00,11:33:00,8220IR0139,10,,0,0,1
4452_3398,11:35:00,11:36:00,8240IR0025,11,,0,0,1
4452_3398,11:49:00,11:49:00,8220IR0007,12,,1,0,1
4452_3402,10:48:00,10:48:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3402,10:54:00,10:54:00,8310IR0086,2,,0,0,1
4452_3402,10:59:00,10:59:00,8310IR0019,3,,0,0,1
4452_3402,11:03:00,11:04:00,8240IR0018,4,,0,0,1
4452_3402,11:09:00,11:10:00,8240IR0023,5,,0,0,1
4452_3402,11:16:00,11:16:00,8240IR0130,6,,0,0,1
4452_3402,11:19:00,11:20:00,8240IR0016,7,,0,0,1
4452_3402,11:25:00,11:26:00,8240IR0020,8,,0,0,1
4452_3402,11:29:00,11:30:00,8240IR0138,9,,0,0,1
4452_3402,11:33:00,11:33:00,8220IR0139,10,,0,0,1
4452_3402,11:35:00,11:36:00,8240IR0025,11,,0,0,1
4452_3402,11:49:00,11:49:00,8220IR0007,12,,1,0,1
4452_3403,11:03:00,11:03:00,8300IR0074,1,Grand Canal Dock,0,1,1
4452_3403,11:09:00,11:09:00,8310IR0086,2,,0,0,1
4452_3403,11:14:00,11:14:00,8310IR0019,3,,0,0,1
4452_3403,11:18:00,11:19:00,8240IR0018,4,,0,0,1
4452_3403,11:24:00,11:25:00,8240IR0023,5,,0,0,1
4452_3403,11:31:00,11:31:00,8240IR0130,6,,0,0,1
4452_3403,11:34:00,11:35:00,8240IR0016,7,,0,0,1
4452_3403,11:40:00,11:41:00,8240IR0020,8,,0,0,1
4452_3403,12:03:00,12:04:00,8220IR0007,9,,0,0,1
4452_3403,12:07:00,12:08:00,8220IR0025,10,,0,0,1
4452_3403,12:09:00,12:10:00,8220IR0134,11,,0,0,1
4452_3403,12:12:00,12:12:00,8220IR0135,12,,1,0,1
4452_3404,11:43:00,11:43:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3404,11:49:00,11:49:00,8310IR0086,2,,0,0,1
4452_3404,11:54:00,11:55:00,8310IR0019,3,,0,0,1
4452_3404,11:58:00,11:59:00,8240IR0018,4,,0,0,1
4452_3404,12:04:00,12:05:00,8240IR0023,5,,0,0,1
4452_3404,12:11:00,12:11:00,8240IR0130,6,,0,0,1
4452_3404,12:14:00,12:15:00,8240IR0016,7,,0,0,1
4452_3404,12:20:00,12:21:00,8240IR0020,8,,0,0,1
4452_3404,12:42:00,12:42:00,8220IR0007,9,,1,0,1
4452_3405,11:45:00,11:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3405,11:51:00,11:51:00,8310IR0086,2,,0,0,1
4452_3405,11:56:00,11:56:00,8310IR0019,3,,0,0,1
4452_3405,12:00:00,12:01:00,8240IR0018,4,,0,0,1
4452_3405,12:06:00,12:07:00,8240IR0023,5,,0,0,1
4452_3405,12:12:00,12:13:00,8240IR0130,6,,0,0,1
4452_3405,12:16:00,12:17:00,8240IR0016,7,,0,0,1
4452_3405,12:22:00,12:23:00,8240IR0020,8,,0,0,1
4452_3405,12:26:00,12:27:00,8240IR0138,9,,0,0,1
4452_3405,12:29:00,12:30:00,8220IR0139,10,,0,0,1
4452_3405,12:32:00,12:33:00,8240IR0025,11,,0,0,1
4452_3405,12:45:00,12:45:00,8220IR0007,12,,1,0,1
4452_3409,11:45:00,11:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3409,11:51:00,11:51:00,8310IR0086,2,,0,0,1
4452_3409,11:56:00,11:56:00,8310IR0019,3,,0,0,1
4452_3409,12:00:00,12:01:00,8240IR0018,4,,0,0,1
4452_3409,12:06:00,12:07:00,8240IR0023,5,,0,0,1
4452_3409,12:12:00,12:13:00,8240IR0130,6,,0,0,1
4452_3409,12:16:00,12:17:00,8240IR0016,7,,0,0,1
4452_3409,12:22:00,12:23:00,8240IR0020,8,,0,0,1
4452_3409,12:26:00,12:27:00,8240IR0138,9,,0,0,1
4452_3409,12:29:00,12:30:00,8220IR0139,10,,0,0,1
4452_3409,12:32:00,12:33:00,8240IR0025,11,,0,0,1
4452_3409,12:45:00,12:45:00,8220IR0007,12,,1,0,1
4452_3410,11:45:00,11:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3410,11:51:00,11:51:00,8310IR0086,2,,0,0,1
4452_3410,11:56:00,11:56:00,8310IR0019,3,,0,0,1
4452_3410,12:00:00,12:01:00,8240IR0018,4,,0,0,1
4452_3410,12:06:00,12:07:00,8240IR0023,5,,0,0,1
4452_3410,12:12:00,12:13:00,8240IR0130,6,,0,0,1
4452_3410,12:16:00,12:17:00,8240IR0016,7,,0,0,1
4452_3410,12:22:00,12:23:00,8240IR0020,8,,0,0,1
4452_3410,12:26:00,12:27:00,8240IR0138,9,,0,0,1
4452_3410,12:29:00,12:30:00,8220IR0139,10,,0,0,1
4452_3410,12:32:00,12:33:00,8240IR0025,11,,0,0,1
4452_3410,12:45:00,12:45:00,8220IR0007,12,,1,0,1
4452_3411,11:45:00,11:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3411,11:51:00,11:51:00,8310IR0086,2,,0,0,1
4452_3411,11:56:00,11:56:00,8310IR0019,3,,0,0,1
4452_3411,12:00:00,12:01:00,8240IR0018,4,,0,0,1
4452_3411,12:06:00,12:07:00,8240IR0023,5,,0,0,1
4452_3411,12:12:00,12:13:00,8240IR0130,6,,0,0,1
4452_3411,12:16:00,12:17:00,8240IR0016,7,,0,0,1
4452_3411,12:22:00,12:23:00,8240IR0020,8,,0,0,1
4452_3411,12:26:00,12:27:00,8240IR0138,9,,0,0,1
4452_3411,12:29:00,12:30:00,8220IR0139,10,,0,0,1
4452_3411,12:32:00,12:33:00,8240IR0025,11,,0,0,1
4452_3411,12:45:00,12:45:00,8220IR0007,12,,1,0,1
4452_3412,11:45:00,11:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3412,11:51:00,11:51:00,8310IR0086,2,,0,0,1
4452_3412,11:56:00,11:56:00,8310IR0019,3,,0,0,1
4452_3412,12:00:00,12:01:00,8240IR0018,4,,0,0,1
4452_3412,12:06:00,12:07:00,8240IR0023,5,,0,0,1
4452_3412,12:12:00,12:13:00,8240IR0130,6,,0,0,1
4452_3412,12:16:00,12:17:00,8240IR0016,7,,0,0,1
4452_3412,12:22:00,12:23:00,8240IR0020,8,,0,0,1
4452_3412,12:26:00,12:27:00,8240IR0138,9,,0,0,1
4452_3412,12:29:00,12:30:00,8220IR0139,10,,0,0,1
4452_3412,12:32:00,12:33:00,8240IR0025,11,,0,0,1
4452_3412,12:45:00,12:45:00,8220IR0007,12,,1,0,1
4452_3413,11:45:00,11:45:00,8300IR0074,1,Dublin Connolly,0,1,1
4452_3413,11:51:00,11:51:00,8310IR0086,2,,0,0,1
4452_3413,11:56:00,11:56:00,8310IR0019,3,,0,0,1
4452_3413,12:00:00,12:01:00,8240IR0018,4,,0,0,1
4452_3413,12:06:00,12:07:00,8240IR0023,5,,0,0,1
4452_3413,12:12:00,12:13:00,8240IR0130,6,,0,0,1
4452_3413,12:16:00,12:17:00,8240IR0016,7,,0,0,1
4452_3413,12:22:00,12:23:00,8240IR0020,8,,0,0,1
4452_3413,12:26:00,12:27:00,8240IR0138,9,,0,0,1
4452_3413,12:29:00,12:30:00,8220IR0139,10,,0,0,1
4452_3413,12:32:00,12:33:00,8240IR0025,11,,0,0,1
4452_3413,12:45:00,12:45:00,8220IR0007,12,,1,0,1
