route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
4452_86286,119,4452_4593,Dublin Connolly,P758,1,4452_7778018_TxcE4DB375C-2BC4-4C2A-B6FC-21006A07B316,4452_246
4452_86286,118,4452_4594,Dublin Connolly,P759,1,4452_7778018_Txc88C81A56-0B86-4776-A284-2F96C242BFD3,4452_246
4452_86286,120,4452_4595,Dublin Connolly,P746,1,4452_7778018_Txc59AAD6B3-562B-4F07-9785-9EA16B94E4B7,4452_246
4452_86286,128,4452_4599,Dublin Connolly,P746,1,4452_7778018_Txc61B9EB90-4B68-47A6-BAFE-AF65B0571160,4452_246
4452_86289,108,4452_460,Bray (Daly),E218,1,4452_7778018_Txc530C9CE8-E204-4BC2-B0C9-9F2AA7EEEB3F,4452_8
4452_86286,129,4452_4600,Dublin Connolly,P746,1,4452_7778018_Txc032BAD4B-2137-4BEE-9ADC-D8AD0756532A,4452_246
4452_86286,130,4452_4601,Dublin Connolly,P746,1,4452_7778018_TxcAC53B122-5051-4028-8A39-66525A0DC3DA,4452_246
4452_86286,121,4452_4602,Dublin Connolly,P746,1,4452_7778018_Txc001C4C8C-0960-4874-977D-C89B0ECAC98A,4452_246
4452_86286,131,4452_4603,Dublin Connolly,P746,1,4452_7778018_TxcA0F22503-99E8-44D7-B5EA-1CFD338FE85D,4452_246
4452_86286,108,4452_4604,Dublin Connolly,P759,1,4452_7778018_TxcFE58B182-1341-4BF5-9472-2D24F1D4BEE4,4452_246
4452_86286,119,4452_4608,Dublin Connolly,P759,1,4452_7778018_Txc2E49BF68-D262-49C7-8A8E-7E89D4D5CECB,4452_246
4452_86286,118,4452_4609,Grand Canal Dock,P665,1,4452_7778018_Txc9668C3CA-5782-417F-9214-BDED7610C2FE,4452_244
4452_86286,118,4452_4610,Docklands,P321,1,4452_7778018_TxcD5B8EF51-2A60-46E1-98E2-C834A93D9612,4452_239
4452_86286,120,4452_4611,Clonsilla,P377,1,4452_7778018_TxcDE3A9743-2DA1-47CD-B717-D845A854147C,4452_238
4452_86286,120,4452_4612,Dublin Connolly,P747,1,4452_7778018_Txc86D811E3-B418-4737-A278-E6EDF94DEC74,4452_246
4452_86286,128,4452_4618,Clonsilla,P377,1,4452_7778018_Txc7E77CDED-6BA8-4F6E-820C-0233B08C7281,4452_238
4452_86286,129,4452_4619,Clonsilla,P377,1,4452_7778018_Txc90905C8D-F8B6-481C-B1B5-08D45F1625CD,4452_238
4452_86286,130,4452_4620,Clonsilla,P377,1,4452_7778018_TxcA91F7172-F472-4F8F-83B2-C81C351577EC,4452_238
4452_86286,121,4452_4621,Clonsilla,P377,1,4452_7778018_Txc46A9834C-9629-4F9A-B09B-80FB92E7B6F8,4452_238
4452_86286,131,4452_4622,Clonsilla,P377,1,4452_7778018_TxcC0ED3C15-29B3-43CE-8235-E8526DA94D74,4452_238
4452_86286,128,4452_4624,Dublin Connolly,P747,1,4452_7778018_Txc88C1588C-D8CB-490B-9979-3354ABFB1B00,4452_246
4452_86286,129,4452_4625,Dublin Connolly,P747,1,4452_7778018_TxcFBE302C2-EB28-4353-9B71-3A616BABD037,4452_246
4452_86286,130,4452_4626,Dublin Connolly,P747,1,4452_7778018_Txc0242B7C2-6349-4E52-8AFB-7073C41D381E,4452_246
4452_86286,121,4452_4627,Dublin Connolly,P747,1,4452_7778018_Txc23B8A661-5222-4F19-BAC4-8DAB2EDAA2E2,4452_246
4452_86286,131,4452_4628,Dublin Connolly,P747,1,4452_7778018_TxcF9A45C44-6B98-4074-9FBC-8577679F28BE,4452_246
4452_86286,108,4452_4629,Clonsilla,P339,1,4452_7778018_Txc11485744-5CCE-4B20-ACA3-18701A3CC90D,4452_238
4452_86286,119,4452_4634,Clonsilla,P339,1,4452_7778018_Txc3307FF05-E1B2-464A-97AC-A6391A1517E0,4452_238
4452_86286,108,4452_4635,Dublin Connolly,P760,1,4452_7778018_Txc4D4D714C-C4E7-4DA0-93E5-E6F419BE7E90,4452_246
4452_86286,119,4452_4639,Dublin Connolly,P760,1,4452_7778018_Txc79E67801-BB04-444D-BDAA-C2462C3760F3,4452_246
4452_86286,118,4452_4640,Dublin Connolly,P760,1,4452_7778018_Txc18490AA2-2584-4C53-A319-87635979229E,4452_246
4452_86286,118,4452_4641,Docklands,P322,1,4452_7778018_Txc7675538D-0A92-464C-AE62-01E0D3893277,4452_239
4452_86286,120,4452_4642,Dublin Connolly,P748,1,4452_7778018_Txc921D4FE1-8148-45B3-9B11-3F7690A30249,4452_246
4452_86286,128,4452_4646,Dublin Connolly,P748,1,4452_7778018_Txc3CB44351-1680-4B98-AFEE-40851F778C73,4452_246
4452_86286,129,4452_4647,Dublin Connolly,P748,1,4452_7778018_Txc1FDC4ED5-5691-47A0-B39B-E27607BE0402,4452_246
4452_86286,130,4452_4648,Dublin Connolly,P748,1,4452_7778018_Txc052271FB-8DF3-4F8E-A7E9-C8EE3C4C3FC4,4452_246
4452_86286,121,4452_4649,Dublin Connolly,P748,1,4452_7778018_Txc4F149948-1787-4879-AE54-DDDA2A787DF2,4452_246
4452_86286,131,4452_4650,Dublin Connolly,P748,1,4452_7778018_TxcCF186BD9-B88E-4612-8AE4-CEC272C589B7,4452_246
4452_86286,118,4452_4651,Dublin Connolly,P761,1,4452_7778018_Txc30A71D09-002D-42D8-BD57-48EFC52F355F,4452_246
4452_86286,108,4452_4652,Dublin Connolly,P761,1,4452_7778018_TxcEBADB620-3D7E-4F1D-87FC-2437AB0F4169,4452_246
4452_86286,119,4452_4657,Dublin Connolly,P761,1,4452_7778018_Txc881AAFDE-C801-49C6-A02D-05CC73A7C0B1,4452_246
4452_86286,118,4452_4658,Docklands,P323,1,4452_7778018_Txc17ABC516-2C26-45FE-BE6E-F3CE91F4049D,4452_239
4452_86286,108,4452_4659,Clonsilla,P340,1,4452_7778018_TxcC4CAC0E0-4DC5-4257-9762-0BF040FE1B60,4452_238
4452_86289,119,4452_466,Bray (Daly),E218,1,4452_7778018_TxcB206E1BF-75FB-4068-9D88-3E14165639C6,4452_8
4452_86286,119,4452_4664,Clonsilla,P340,1,4452_7778018_Txc7DF2938F-B3AF-4B03-816D-136B67396B35,4452_238
4452_86286,120,4452_4665,Clonsilla,P378,1,4452_7778018_TxcA49832DF-AE06-4547-A048-2E95EAF99753,4452_238
